Measured Depth m,Rate of Penetration m/h
558.15,34.36600954622843
558.2,33.86862877822844
558.25,33.46816464779374
558.3,33.16178101301112
558.35,32.941528837922974
558.4,32.83299576681185
558.45,32.79143609749506
558.5,32.805669548657846
558.55,32.85533924865784
558.6,32.908028554176255
558.65,32.95650816648394
558.7,32.98339965448393
558.75,32.98738054588939
558.8,32.960465380672005
558.85,32.90760711112246
558.9,32.83454258688475
558.95,32.74830652015665
559.0,32.6428722245045
559.05,32.55022463593308
559.1,32.4646511113628
559.15,32.384585866362805
559.2,32.3225209663628
559.25,32.267278181479085
559.3,32.23144358688448
559.35,32.203158232622876
559.4,32.17221152164261
559.45,32.12792270969961
559.5,32.08472926820894
559.55,32.04136493678037
559.6,32.009271820191216
559.65,31.99710219286563
559.7,32.00115199874797
559.75,32.073944323374874
559.8,32.18216891796947
559.85,32.35932282556435
559.9,32.588042514502156
559.95,32.84793197766303
560.0,33.13642904813924
560.05,33.40858496813924
560.1,33.65237586147258
560.15,33.86212256379817
560.2,34.03076947458249
560.25,34.13321147386863
560.3,34.19863306162373
560.35,34.20450590448094
560.4,34.174436721872254
560.45,34.140078999686615
560.5,34.08828416635326
560.55,34.04514408063899
560.6,34.011123021815465
560.65,33.957749891380686
560.7,33.918143100800975
560.75,33.86018269355456
560.8,33.744255745799464
560.85,33.58626683076843
560.9,33.39183287876842
560.95,33.190020364219365
561.0,33.0143345254439
561.05,32.88346646830106
561.1,32.85508966625495
561.15,32.931574723220294
561.2,33.082052211419
561.25,33.31568310475237
561.3,33.61549962475236
561.35,33.953651776518086
561.4,34.32418254306354
561.45,34.69884602061457
561.5,35.058957026056724
561.55,35.422680380128796
561.6,35.70667401296102
561.65,35.93703841914073
561.7,36.13018582485507
561.75,36.268683342673256
561.8,36.40711207267325
561.85,36.54840833308142
561.9,36.65748924098494
561.95,36.740863425129376
562.0,36.794568338462696
562.05,36.795749758016974
562.1,36.78141407836206
562.15,36.752754541256174
562.2,36.66063602995182
562.25,36.53573723039447
562.3,36.38068674039447
562.35,36.14232498876653
562.4,35.87314926631757
562.45,35.54636524067659
562.5,35.18322509192657
562.55,34.83095352990734
562.6,34.478391943849644
562.65,34.14164728737569
562.7,33.855357261288745
562.75,33.60327440911487
562.8,33.36278212911491
562.85,33.17198614335153
562.9,33.01892378950539
562.95,32.88419869240387
563.0,32.76499868906082
563.05,32.61530177415697
563.1,32.472237288776526
563.15,32.32985775057632
563.2,32.18886469449826
563.25,32.0553937684113
563.3,31.940181273411252
563.35,31.855496587469226
563.4,31.761443404571178
563.45,31.695977495936205
563.5,31.642545650886383
563.55,31.606867985929124
563.6,31.57818439172623
563.65,31.54466997457976
563.7,31.520562131770067
563.75,31.493748014378745
563.8,31.4813444439242
563.85,31.471879333139896
563.9,31.478313359884083
563.95,31.50072850706197
564.0,31.542994843607858
564.05,31.612524205465252
564.1,31.686417624952423
564.15,31.752471450470942
564.2,31.763153447762694
564.25,31.736327748698308
564.3,31.636441094152822
564.35,31.50889746519354
564.4,31.37395107519356
564.45,31.21449706041876
564.5,31.031032777015763
564.55,30.817611286269493
564.6,30.549117097258563
564.65,30.219763703340853
564.7,29.870575730436332
564.75,29.46324364689201
564.8,29.09108284689206
564.85,28.7190305645636
564.9,28.341294464563617
564.95,27.931717771230318
565.0,27.520397410230323
565.05,27.089942414936154
565.1,26.740160901793228
565.15,26.475265630408636
565.2,26.292220434300464
565.25,26.33079535523073
565.3,26.482717134541
565.35,26.71905580201524
565.4,27.046965076433843
565.45,27.49331080976716
565.5,28.031272164178944
565.55,28.64620382556007
565.6,29.238958291560074
565.65,29.826571831884422
565.7,30.36263562757673
565.75,30.71817596711159
565.8,30.92820418780128
565.85,31.004243154303936
565.9,30.95883267988527
565.95,30.801347699493068
566.0,30.54791889457107
566.05,30.23494128386872
566.1,29.878778673868744
566.15,29.493060589544406
566.2,29.133376425852113
566.25,28.815380088586995
566.3,28.57682836858701
566.35,28.433746540015477
566.4,28.366458986527128
566.45,28.442625368880165
566.5,28.635613877723802
566.55,28.92705913989023
566.6,29.38873969989004
566.65,29.946838659890073
566.7,30.58792188731865
566.75,31.290901397451897
566.8,31.883791584118445
566.85,32.386961676426225
566.9,32.73701575964426
566.95,32.912567560820676
567.0,32.94335754042838
567.05,32.872050881059174
567.1,32.72058491721312
567.15,32.55026140721304
567.2,32.3892839706682
567.25,32.19555925361402
567.3,32.11222185361412
567.35,32.12443469463976
567.4,32.23931812409379
567.45,32.427901652929336
567.5,32.66392173998822
567.55,32.997168052575624
567.6,33.324595056421835
567.65,33.67937467738965
567.7,34.00184386250587
567.75,34.3402867077653
567.8,34.68786454109852
567.85,34.93588799472168
567.9,35.182315774668425
567.95,35.37701734936218
568.0,35.52461830446417
568.05,35.56376973287858
568.1,35.50143813287862
568.15,35.48974127645637
568.2,35.49417611645638
568.25,35.56559251491801
568.3,35.72325715337973
568.35,36.025283520708825
568.4,36.41621659300695
568.45,36.87675415300707
568.5,37.39692150699598
568.55,37.955597178581534
568.6,38.51456621996086
568.65,38.90522742079994
568.7,39.187751230030756
568.75,39.25390807003062
568.8,39.12188267210955
568.85,38.803006717824
568.9,38.29109132178002
568.95,37.701679352214754
569.0,37.02799284312372
569.05,36.26102822909865
569.1,35.49778222771939
569.15,34.71759817233475
569.2,33.901029203103974
569.25,33.158231603103964
569.3,32.47078266256345
569.35,31.88695553456335
569.4,31.434216667750214
569.45,31.055644797315477
569.5,30.765123225887027
569.55,30.570881274259147
569.6,30.421133034259082
569.65,30.321081345687684
569.7,30.291912658940692
569.75,30.29478347098891
569.8,30.326939870988905
569.85,30.36875462689589
569.9,30.413285100546677
569.95,30.46626696054667
570.0,30.52503184360316
570.05,30.590292207058297
570.1,30.65409535310481
570.15,30.702487795961957
570.2,30.739794406429876
570.25,30.765003294381682
570.3,30.77998022295311
570.35,30.791416720627524
570.4,30.811623226976735
570.45,30.834085276364505
570.5,30.857899003198128
570.55,30.87993871639886
570.6,30.899427636175137
570.65,30.92447288002895
570.7,30.954028556308025
570.75,30.992476772587093
570.8,31.028503044015668
570.85,31.06682999722212
570.9,31.115583381010243
570.95,31.164581891397763
571.0,31.231879972936223
571.05,31.306355747685807
571.1,31.39307449577607
571.15,31.501136137636518
571.2,31.625584914380703
571.25,31.762972594255483
571.3,31.92024939425549
571.35,32.083339715467645
571.4,32.22714507267331
571.45,32.36706338986774
571.5,32.46545378236773
571.55,32.540700689101804
571.6,32.597164050698964
571.65,32.638804037655504
571.7,32.67316931308524
571.75,32.7031013569314
571.8,32.7209626369314
571.85,32.73239153258357
571.9,32.742500269469964
571.95,32.76350323633004
572.0,32.804775230213025
572.05,32.86770078956592
572.1,32.29969821405585
572.15,31.298827227099032
572.2,29.60333293048051
572.25,27.349104476687366
572.3,25.05786699668736
572.35,22.72293641214634
572.4,20.81151078569508
572.45,19.24530974853227
572.5,17.98633794214955
572.55,17.408878439540498
572.6,17.815805228581148
572.65,18.93531405597885
572.7,21.266779089464514
572.75,24.286058775984916
572.8,27.511630175984912
572.85,30.968081280258502
572.9,33.85284130731692
572.95,36.277300193591074
573.0,38.27126369359082
573.05,39.49870485497043
573.1,40.29976142592974
573.15,40.69066359853231
573.2,40.50471525438921
573.25,40.13310877758031
573.3,39.49078895939858
573.35,38.62669854401388
573.4,37.87909595857666
573.45,37.26217850381737
573.5,36.82936388927195
573.55,36.53034677576158
573.6,36.46827686441013
573.65,36.71415997691031
573.7,37.15888166534576
573.75,37.80944802942739
573.8,38.602220937609076
573.85,39.482443398298685
573.9,40.44221242157507
573.95,41.36737486339324
574.0,42.22434407793865
574.05,43.019482750069756
574.1,43.65701336808779
574.15,44.11164973446087
574.2,44.42029548260894
574.25,44.572507522608944
574.3,44.677829257608984
574.35,44.72836627840083
574.4,44.72928064600287
574.45,44.730361395183195
574.5,44.7317075951832
574.55,44.732644480429094
574.6,44.73467436376243
574.65,44.73704182774633
574.7,44.739475015117314
574.75,44.740871038194236
574.8,44.74120441319424
574.85,44.74011241367997
574.9,44.73802326367997
574.95,44.73528112359055
575.0,44.76515304000848
575.05,44.81909001147899
575.1,44.90488044408768
575.15,45.03640096373057
575.2,45.19063233666917
575.25,45.36651011657732
575.3,45.579272591987156
575.35,45.79736520731723
575.4,46.020732278150575
575.45,46.24842403572633
575.5,46.441927589730945
575.55,46.610447942538336
575.6,46.74657730992964
575.65,46.83737913492961
575.7,46.905956718138555
575.75,46.95486578765348
575.8,46.96924609115274
575.85,46.979855118219085
575.9,46.985627176190086
575.95,46.98589810952342
576.0,46.98583943910088
576.05,46.986219229577074
576.1,46.987457479577074
576.15,46.98881479207708
576.2,47.06945208136277
576.25,47.192468408862766
576.3,47.355806788857755
576.35,47.62759338389705
576.4,47.96649213505848
576.45,48.36901045834613
576.5,48.88772675998548
576.55,49.40766475998547
576.6,49.92796561712833
576.65,50.44886881712833
576.7,50.89061110284264
576.75,51.28837510284264
576.8,51.645459816665834
576.85,51.894804289043726
576.9,52.07765158219439
576.95,52.19925943668451
577.0,52.204521794504615
577.05,52.208399527837955
577.1,52.21030464488865
577.15,52.210891759642756
577.2,52.21116657931488
577.25,52.21110561931488
577.3,52.2092005876835
577.35,52.205319734678184
577.4,52.20025786096651
577.45,52.19472452702435
577.5,52.191025453771786
577.55,52.18869712043845
577.6,52.18770053802573
577.65,52.187275348271626
577.7,52.1870037035995
577.75,52.18706466359949
577.8,52.18747802250361
577.85,52.1881062837281
577.9,52.18892392182333
577.95,52.189100677987724
578.0,52.18891149178082
578.05,52.18846699178082
578.1,52.18844750684931
578.15,52.18878680851598
578.2,52.189172516274596
578.25,52.189367069466094
578.3,52.18939949499801
578.35,52.18939949499801
578.4,52.189399494998
578.45,52.18939949499801
578.5,52.191010580712295
578.55,52.19381178882039
578.6,52.19824948197108
578.65,52.20150470935846
578.7,52.20351939231413
578.75,52.20404045651395
578.8,52.204287430982035
578.85,52.204694526872444
578.9,52.20523786600288
578.95,52.20765594600287
579.0,52.20947894028859
579.05,52.2113231929648
579.1,52.21208519296481
579.15,52.21381513891075
579.2,52.21689797319647
579.25,52.21965218871655
579.3,52.22181376086845
579.35,52.22267135751535
579.4,52.222487097836975
579.45,52.22028891920684
579.5,52.21693721758521
579.55,52.2121520568009
579.6,52.206665656800894
579.65,52.2011792568009
579.7,52.1956285630509
579.75,52.19191350468496
579.8,52.189019488896705
579.85,52.18692447911801
579.9,52.18599063395167
579.95,52.18541368115323
580.0,52.184953931346286
580.05,52.18325874230518
580.1,52.18058930668875
580.15,52.17668597645619
580.2,52.17427123020618
580.25,52.17305341566073
580.3,52.173826653236496
580.35,52.176430099244996
580.4,52.17970389104623
580.45,52.1837298313637
580.5,52.18627001279227
580.55,52.18930251183336
580.6,52.19178326173552
580.65,52.193875209110935
580.7,52.193568561838205
580.75,52.1911200018382
580.8,52.18863931378117
580.85,52.185796886653385
580.9,52.18277807040249
580.95,52.181113079385945
581.0,52.18160267789658
581.05,52.183566287045515
581.1,52.18577583851322
581.15,52.189033977534756
581.2,52.19269231138283
581.25,52.19519892852569
581.3,52.19435786835761
581.35,52.1902117000516
581.4,52.184035752510624
581.45,52.17575874112477
581.5,52.16712886594746
581.55,52.15933353225307
581.6,52.15420203636266
581.65,52.151459880198274
581.7,52.14954693797076
581.75,52.14921915370462
581.8,52.14917270799033
581.85,52.149805754144175
581.9,52.15118948089018
581.95,52.1516866344037
582.0,52.15342688139824
582.05,52.15443358446828
582.1,52.154806011326585
582.15,52.15593164930127
582.2,52.15815256267496
582.25,52.16284624408396
582.3,52.17078839042542
582.35,52.180760567035804
582.4,52.19190392344926
582.45,52.20221245658358
582.5,52.20976911506169
582.55,52.215421908227235
582.6,52.2190856457525
582.65,52.21983299681891
582.7,52.21887009338311
582.75,52.216979163575004
582.8,52.21379189723355
582.85,52.211511936204474
582.9,52.20944754000366
582.95,52.20804946416663
583.0,52.20710938752283
583.05,52.205109843763715
583.1,52.20198747972991
583.15,52.19767284813562
583.2,52.192857733849905
583.25,52.18819695485174
583.3,52.183664759783255
583.35,52.17914385360365
583.4,52.17426976149278
583.45,52.17059097848119
583.5,52.161687248751434
583.55,52.12229395082041
583.6,52.06346982060766
583.65,51.968780847160886
583.7,51.835356098589465
583.75,51.67634134828238
583.8,51.48622826335087
583.85,51.28900623015819
583.9,51.08880252301533
583.95,50.88038100872962
584.0,50.65743234201148
584.05,50.456355782011464
584.1,50.25584310201151
584.15,49.923316101188995
584.2,49.55475495256422
584.25,49.13514691982178
584.3,48.7618830341075
584.35,48.40609663742768
584.4,48.06611253660802
584.45,47.854907182322265
584.5,47.72229601362293
584.55,47.660452548548264
584.6,47.701601501048195
584.65,47.90993621787068
584.7,48.19199621506688
584.75,48.551039042636944
584.8,48.89702332835124
584.85,49.234882469334835
584.9,49.5576390201545
584.95,49.75743977444025
585.0,49.89648547307749
585.05,49.974256915295015
585.1,49.970047545652164
585.15,49.96781803875562
585.2,49.96939755589847
585.25,49.970241380184184
585.3,49.968749311612754
585.35,49.89153331161291
585.4,49.6855587079766
585.45,49.329375159258774
585.5,48.757240339970195
585.55,48.084657738565014
585.6,47.31979104816699
585.65,46.483359121730295
585.7,45.71416637856007
585.75,45.01142766706516
585.8,44.51290803563618
585.85,44.277737306058455
585.9,44.27879317636147
585.95,44.55414376507925
586.0,45.08033544300136
586.05,45.74053445583509
586.1,46.513206203375965
586.15,47.35388693670922
586.2,48.122138570053664
586.25,48.82170762544468
586.3,49.31856246830223
586.35,49.62587645502266
586.4,49.83107095978453
586.45,49.91695489121314
586.5,49.97257653692744
586.55,49.99751552020789
586.6,49.99892539908113
586.65,50.00168271019224
586.7,50.002758802875164
586.75,50.00008210469334
586.8,49.9883501444449
586.85,49.97029437301633
586.9,49.9505549444449
586.95,49.929959173016336
587.0,49.911665917843926
587.05,49.896826024612764
587.1,49.88993315767981
587.15,49.89319564656871
587.2,49.9022221093138
587.25,49.917281894231834
587.3,49.94020727162314
587.35,49.969048608765995
587.4,49.996801374480285
587.45,50.02382923225806
587.5,50.04629824743047
587.55,50.06355623363736
587.6,50.07616260790397
587.65,50.081945099332536
587.7,50.087361146176484
587.75,50.09252588509406
587.8,50.095411325094055
587.85,50.09517183937977
587.9,50.092889830808346
587.95,50.077440388716845
588.0,50.05085538928022
588.05,50.009577177785985
588.1,49.96139022941692
588.15,49.912112777988355
588.2,49.862117041732645
588.25,49.82868016361132
588.3,49.80740367218275
588.35,49.80047640400541
588.4,49.80082840251288
588.45,49.813810335398024
588.5,49.83882343769179
588.55,49.87901053420919
588.6,49.92501838779992
588.65,49.96994155351421
588.7,50.014288824625325
588.75,50.04367961947442
588.8,50.064030422014085
588.85,50.07447595304857
588.9,50.07933639739825
588.95,50.08400298216016
589.0,50.08670024871478
589.05,50.08663456886403
589.1,50.085693779253646
589.15,50.084793112000895
589.2,50.085342359864136
589.25,50.08461927798928
589.3,50.08349373544961
589.35,50.08020516116389
589.4,50.07695084365886
589.45,50.07388591032552
589.5,50.07092158091376
589.55,50.06929688805663
589.6,50.068159678546124
589.65,50.069688402771156
589.7,50.071768286582866
589.75,50.07505840248894
589.8,50.07869290058418
589.85,50.08242100530468
589.9,50.08608051328589
589.95,50.08888031900018
590.0,50.092797174172595
590.05,50.09755876702974
590.1,50.103591952333986
590.15,50.10794936852066
590.2,50.110496950610205
590.25,50.10983566944846
590.3,50.10639372042884
590.35,50.10138218999406
590.4,50.09595505666073
590.45,50.09076765094644
590.5,50.08573319577403
590.55,50.081688914195084
590.6,50.078512457635775
590.65,50.07628360038416
590.7,50.075895492175206
590.75,50.07747280374237
590.8,50.08104002487082
590.85,50.08731890487082
590.9,50.09403449831344
590.95,50.10124976388721
591.0,50.10678165642452
591.05,50.11074084800347
591.1,50.113428129807986
591.15,50.113577183186365
591.2,50.11187302461493
591.25,50.10865039961493
591.3,50.10484733776249
591.35,50.10030068746546
591.4,50.09607177917136
591.45,50.09076151359759
591.5,50.086444466774566
591.55,50.08218919373108
591.6,50.07897863373109
591.65,50.077997558731084
591.7,50.07811837764734
591.75,50.079802359736895
591.8,50.08148365893322
591.85,50.08294747494453
591.9,50.08393187039304
591.95,50.085723658964454
592.0,50.08842331610732
592.05,50.091958152787164
592.1,50.094640392787156
592.15,50.09637920421573
592.2,50.0968219861786
592.25,50.09641301253974
592.3,50.09558042689653
592.35,50.094011795467964
592.4,50.09226710207095
592.45,50.09035766069952
592.5,50.08827195784238
592.55,50.08618823420602
592.6,50.08478325134887
592.65,50.08445015932328
592.7,50.08533738044843
592.75,50.086647366283444
592.8,50.08804948349956
592.85,50.08868515940992
592.9,50.08881040367059
592.95,50.08652482570136
593.0,50.073315309283444
593.05,50.05138638988045
593.1,49.9726005060099
593.15,49.646373610136365
593.2,49.12100017496435
593.25,48.19744504734492
593.3,45.96597045729905
593.35,42.44754943539617
593.4,38.460291048380014
593.45,34.41832847914927
593.5,30.360014639469604
593.55,26.28786995887259
593.6,22.651715060520864
593.65,19.641642672546837
593.7,17.10208448358814
593.75,14.997949715103669
593.8,14.221603197457236
593.85,14.752145645830712
593.9,15.855540939567948
593.95,17.087465653081427
594.0,18.409912465178984
594.05,19.838856054368197
594.1,20.96476098204504
594.15,21.76266560103509
594.2,22.30024703173297
594.25,22.80179136274033
594.3,23.28492891910397
594.35,23.751603061896763
594.4,24.11701845542232
594.45,24.412259449225893
594.5,24.64580724969651
594.55,24.796621740507298
594.6,24.872653843941627
594.65,24.898196233720476
594.7,24.912437565485185
594.75,24.925228456295994
594.8,24.93667969993236
594.85,24.94563306471532
594.9,24.952385111386384
594.95,24.9584303405399
595.0,24.963402764069308
595.05,24.96770247606931
595.1,25.030563841660047
595.15,25.147827238361316
595.2,25.31979775632364
595.25,25.57930595256294
595.3,25.883125979579848
595.35,26.209577078789543
595.4,26.5674720313593
595.45,26.97089897417868
595.5,27.416189619262337
595.55,27.903836162146057
595.6,28.331253176237862
595.65,28.703265544514597
595.7,29.01963841478756
595.75,29.24777184312658
595.8,29.430387216109672
595.85,29.589595601494757
595.9,29.717361774546628
595.95,29.799150135256657
596.0,29.839117346172998
596.05,29.836922279860705
596.1,29.83574364728928
596.15,29.835716379922435
596.2,29.83577538607628
596.25,29.835817660102617
596.3,29.83615411241031
596.35,29.836794901247522
596.4,29.83707074524752
596.45,29.83686077191419
596.5,29.835574515914193
596.55,29.833358696754523
596.6,29.830051347813345
596.65,29.826270475877863
596.7,29.823529229724016
596.75,29.821720832740986
596.8,29.821155780433298
596.85,29.82101339275888
596.9,29.82133419475888
596.95,29.821600231706668
597.0,29.82219404086329
597.05,29.822541871451527
597.1,29.82303701509038
597.15,29.82312171432115
597.2,29.82283215432115
597.25,29.998042914517818
597.3,30.26630847815422
597.35,30.650150445077315
597.4,31.26622155689555
597.45,32.011386253281096
597.5,32.921263572124545
597.55,33.912395223272085
597.6,34.90837027191867
597.65,35.909454859051536
597.7,36.917543847622966
597.75,37.75040707671377
597.8,38.49060439728789
597.85,39.11619709967514
597.9,39.50962416512963
597.95,39.77458080149326
598.0,39.874302771675005
598.05,39.89258836416383
598.1,39.90569099391048
598.15,39.91215786107625
598.2,39.91067139802207
598.25,39.90756826403606
598.3,39.9015811757439
598.35,39.8935984838122
598.4,39.884765919646256
598.45,39.87411916328263
598.5,39.863670065100806
598.55,39.85319610362661
598.6,39.843382863107124
598.65,39.83611797412317
598.7,39.83079868860593
598.75,39.828292524624025
598.8,39.82948394013423
598.85,39.833089538657234
598.9,39.838611221704284
598.95,39.84485038534064
599.0,39.850737000992815
599.05,39.85513990064884
599.1,39.85825862480468
599.15,39.85920073389559
599.2,39.857042749895584
599.25,39.851432636954414
599.3,39.842901403707664
599.35,39.83107738447269
599.4,39.81913625831884
599.45,39.8090136974411
599.5,39.80186567871201
599.55,39.799281344166545
599.6,39.8002530096211
599.65,39.804996805984736
599.7,39.81172453220696
599.75,39.82000142875869
599.8,39.829371950576856
599.85,39.841775771182924
599.9,39.85375441118292
599.95,39.8661925284243
600.0,39.87749570604667
600.05,39.887054944291194
600.1,39.89496198817834
600.15,39.899835999158725
600.2,39.90373686546109
600.25,39.906188928909366
600.3,39.9081237161821
600.35,39.90845622527301
600.4,39.90757117638412
600.45,39.90573221638412
600.5,39.903329838202296
600.55,39.90068517268506
600.6,39.89789705347324
600.65,39.895710824311024
600.7,39.89480572124098
600.75,39.89487482675822
600.8,39.8942368505966
600.85,39.892327694232975
600.9,39.89010101221277
600.95,39.88720818312186
601.0,39.88365310675822
601.05,39.880824510206494
601.1,39.87853350528039
601.15,39.877066743163695
601.2,39.87580067398822
601.25,39.87504345938007
601.3,39.87557983554169
601.35,39.87627533372351
601.4,39.87523758049467
601.45,39.87172023112404
601.5,39.86425955839677
601.55,39.85377501560423
601.6,39.84055304488631
601.65,39.82486418518482
601.7,39.809994327087566
601.75,39.79619335254211
601.8,39.78606343669796
601.85,39.78060197487978
601.9,39.77964635784124
601.95,39.783692950848234
602.0,39.79262220539369
602.05,39.80410963392714
602.1,39.817919600047354
602.15,39.833174378229174
602.2,39.84724830485748
602.25,39.86053791084679
602.3,39.870946764872755
602.35,39.87863542184245
602.4,39.88527129635226
602.45,39.88991256907953
602.5,39.89414140264596
602.55,39.89751535891132
602.6,39.899906807396164
602.65,39.90205564739617
602.7,39.903764673112356
602.75,39.905035674850325
602.8,39.90547884712305
602.85,39.904889259244264
602.9,39.903095158697816
602.95,39.900853493243275
603.0,39.89805167785865
603.05,39.895398532404116
603.1,39.893091750585924
603.15,39.89113133240411
603.2,39.89069902532607
603.25,39.890941265941045
603.3,39.89167198115494
603.35,39.8932250757004
603.4,39.89517450109533
603.45,39.89756163927715
603.5,39.89868230479439
603.55,39.89855486686335
603.6,39.89711260868154
603.65,39.89390439329692
603.7,39.88948693429309
603.75,39.88443640089156
603.8,39.869682287950376
603.85,39.85149672389975
603.9,39.8285302068944
603.95,39.77178891598533
604.0,39.69352896883544
604.05,39.586716762322034
604.1,39.472642591412935
604.15,39.365252741343
604.2,39.26297099508037
604.25,39.20199075726443
604.3,39.17937736817352
604.35,39.1814597940423
604.4,39.194356346743376
604.45,39.239215412910184
604.5,39.30614441825418
604.55,39.40472145906226
604.6,39.51366892263593
604.65,39.61940595360772
604.7,39.72269713178954
604.75,39.78539440157385
604.8,39.81966845012424
604.85,39.8320059830887
604.9,39.835374503756604
604.95,39.8376689755577
605.0,39.83794831366454
605.05,39.83542220005952
605.1,39.830141035847035
605.15,39.82342390366313
605.2,39.81546031093585
605.25,39.80817780766312
605.3,39.80303101917141
605.35,39.800973558934245
605.4,39.80381573386247
605.45,39.81289718013698
605.5,39.82509472195516
605.55,39.83834368535039
605.6,39.85229243803094
605.65,39.86571939158285
605.7,39.877614169170975
605.75,39.887963514625525
605.8,39.89537900365778
605.85,39.89984460074869
605.9,39.90191447794167
605.95,39.89995329006289
606.0,39.89760910097198
606.05,39.89466270097198
606.1,39.89236826711206
606.15,39.89069312386319
606.2,39.88976006263869
606.25,39.890125822638694
606.3,39.891182462638696
606.35,39.89310291453174
606.4,39.89512995131335
606.45,39.897444002023185
606.5,39.899965554601025
606.55,39.89997535935627
606.6,39.897239548447175
606.65,39.89177901026535
606.7,39.88357895720413
606.75,39.87476935142172
606.8,39.86595555142171
606.85,39.85930585203023
606.9,39.853605741685406
606.95,39.849655271235314
607.0,39.84651026411202
607.05,39.846316300475664
607.1,39.84840464229384
607.15,39.87889069963004
607.2,39.94114379996401
607.25,40.03183014325488
607.3,40.21652839248569
607.35,40.445213088347785
607.4,40.727868986153524
607.45,41.09841386234401
607.5,41.51473884988506
607.55,41.979240591183796
607.6,42.4665137149338
607.65,42.92810263738896
607.7,43.36060282946047
607.75,43.76523694149747
607.8,44.07637209226666
607.85,44.3416338024992
607.9,44.55067334909001
607.95,44.66884533718523
608.0,44.73913754702124
608.05,44.75893028768054
608.1,44.75567030927708
608.15,44.75182575274405
608.2,44.74843131339979
608.25,44.74563572589979
608.3,44.74309222245151
608.35,44.739990449596
608.4,44.737996152721
608.45,44.737013887096
608.5,44.73690941860784
608.55,44.73909039937707
608.6,44.74154118018438
608.65,44.74382426130758
608.7,44.74503263507806
608.75,44.7445574305049
608.8,44.74237653395317
608.85,44.73941121407612
608.9,44.73651359519025
608.95,44.73355759081525
609.0,44.730901370778824
609.05,44.72823040202882
609.1,44.72558920077294
609.15,44.725054915936866
609.2,44.726119842166376
609.25,44.729251387810976
609.3,44.73196666720028
609.35,44.73477686939494
609.4,44.73753994765581
609.45,44.74028431355745
609.5,44.74293650184785
609.55,44.7454587689495
609.6,44.74752605192039
609.65,44.747546306230745
609.7,44.7458668407135
609.75,44.74058292689617
609.8,44.734728207506855
609.85,44.7274244278122
609.9,44.722455918077685
609.95,44.718873666866315
610.0,44.71658130883851
610.05,44.715421116736856
610.1,44.715133805261445
610.15,44.7156628259511
610.2,44.71550410451182
610.25,44.71567732418395
610.3,44.715664906406175
610.35,44.71808679640617
610.4,44.71918284712429
610.45,44.72001690161435
610.5,44.72021298209114
610.55,44.71874375084114
610.6,44.71601381137078
610.65,44.711313223870775
610.7,44.7069363483273
610.75,44.70321545652401
610.8,44.69973119077238
610.85,44.69526991889738
610.9,44.68989677791377
610.95,44.6846586463805
611.0,44.68037734678867
611.05,44.67809189420247
611.1,44.679673420558075
611.15,44.68357619822201
611.2,44.689026137771194
611.25,44.69584358745594
611.3,44.70134545524765
611.35,44.70471794635342
611.4,44.70622362504194
611.45,44.70653249100145
611.5,44.705198699526036
611.55,44.70290121600112
611.6,44.69964335370604
611.65,44.69732690267254
611.7,44.69690584562336
611.75,44.69687800331567
611.8,44.70110541460893
611.85,44.709856691532
611.9,44.71953034399102
611.95,44.72851694726971
612.0,44.73644603017369
612.05,44.7437721662848
612.1,44.74884550398972
612.15,44.75175306141101
612.2,44.7526331276179
612.25,44.7531069134388
612.3,44.75278466697415
612.35,44.747938209055604
612.4,44.74326896194167
612.45,44.73875317505643
612.5,44.735923909877854
612.55,44.733634006189334
612.6,44.73192512750081
612.65,44.731665105949084
612.7,44.73141876974219
612.75,44.73147955024782
612.8,44.73146200115691
612.85,44.73425634406916
612.9,44.73841426003555
612.95,44.74401661655729
613.0,44.74970224780729
613.05,44.7557362148679
613.1,44.7604796648679
613.15,44.76356467183512
613.2,44.76531071363839
613.25,44.76442885115802
613.3,44.76186599115802
613.35,44.75759546001048
613.4,44.75313172230556
613.45,44.74848432996292
613.5,44.74381606111964
613.55,44.73954218914099
613.6,44.73665016101599
613.65,44.73487325404878
613.7,44.73443857305631
613.75,44.73604473068556
613.8,44.73912024735223
613.85,44.74266625390961
613.9,44.74525991661453
613.95,44.746724302435425
614.0,44.74670571749964
614.05,44.745572710942255
614.1,44.74382288906726
614.15,44.74145751406726
614.2,44.73837450325645
614.25,44.734962991781046
614.3,44.731373513889885
614.35,44.72918494995545
614.4,44.72829731066974
614.45,44.72978147885156
614.5,44.733486305130626
614.55,44.73844430185194
614.6,44.744387901851944
614.65,44.74808904470909
614.7,44.75031284062746
614.75,44.76702039618306
614.8,44.819573242407564
614.85,44.90906452109608
614.9,45.04547131143814
614.95,45.20050489466476
615.0,45.37716662073034
615.05,45.59328489417296
615.1,45.81033106917296
615.15,46.03122942631582
615.2,46.255938195103326
615.25,46.46684956454773
615.3,46.642122899547715
615.35,46.77984877823626
615.4,46.86883387717991
615.45,46.936723704129676
615.5,46.980190500791366
615.55,46.98285796260955
615.6,46.983561225109554
615.65,46.98234426628602
615.7,46.978049051580136
615.75,46.97258499203468
615.8,46.96607335567105
615.85,46.96164065879604
615.9,46.959486818171044
615.95,46.959945439812834
616.0,46.963013759812824
616.05,46.966929342994646
616.1,46.97191399961229
616.15,46.97553125843582
616.2,46.97862370843582
616.25,46.98073329389037
616.3,46.973835635254005
616.35,46.959606475879006
